Year,Institution number,Institution Name,Institution type,Region,Member year,Canadian dollar exchange rate,Rank in ARL investment index,ARL investment index value,Rank in ARL membership index,ARL membership index value,Volumes held,"Volumes added, gross","Volumes added, net",Volumes withdrawn,Monographs purchased,Current serials purchased,Current serials not purchased,Total current serials,Microforms,Government documents,Manuscripts and archives,Cartographic materials,Graphic materials,Sound recordings,Video and film,Computer files,Total interlibrary lending,Total interlibrary borrowing,Group presentations,Presentation participants,Reference queries,Initial circulation,Total circulation,Reserve circulation,Annual gate count,Professional staff,Support staff,Student assistants,Total prof. + support staff,Total prof. + support + student staff,Expenditures for monographs,Expenditures for serials,Expenditures for other materials,Misc. materials expenditures,Total materials expenditures,Expenditures for binding,Professional salaries & wages,Support staff salaries & wages,Student assistant wages,Total salaries & wages,Other operating expenditures,Total library expenditures,Total fulltime students,"Part-time students, undergraduate and graduate",Total fulltime graduate students,Part-time graduate students,Doctor's degrees awarded,Doctor's degree fields,Total teaching faculty,Expenditures for computer files,Expenditures for electronic serials,Total electronic resources expenditures,"Library expenditures for bibliographic utilities, networks, etc.","External expenditures for bibliographic utilities, networks, etc.",Expenditures for computer hardware and software,Expenditures for document delivery and interlibrary loans,Staffed service points,Library service hours,Titles held,Total university expenditures,Electronic books,One-time resource purchases,Ongoing resource purchases,Collection support,"Fringe benefits, dollar amount","Fringe benefits, official designated percent",Number of successful full-text article requests (journals),Number of regular searches (databases),Number of federated searches (databases)
2018,5400,MISSOURI,State,West North Central,1932,1,100,-0.792647661,.,.,4998882,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39401,36047,711,12418,11205,69011,.,.,1284117,45,68,27,113,140,.,.,.,.,10159352,.,3057293,2109031,574451,5740775,1043503,16943630,25265,4578,4545,2814,803,75,1879,.,.,.,.,.,.,.,.,.,3677262,.,1066901,754719,9091908,312725,1796040,35.37,1817368,1843690,.
2018,5500,NEBRASKA,State,West North Central,1932,1,101,-0.792671507,.,.,3031601,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25625,24395,280,7022,14684,84188,.,.,1484055,45,89,36,134,170,.,.,.,.,8210691,.,3713839,3289816,723225,7726880,1606181,17543752,22267,3820,2733,2400,398,47,1386,.,.,.,.,.,.,.,.,.,3033176,.,727811,609566,7601125,.,2214497,30,1951257,2395027,12027785
2018,5600,NEW MEXICO,State,Mountain,1979,1,92,-0.677812539,.,.,2522022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20662,19339,784,13267,15096,88968,.,.,1479803,60,93,31,153,184,.,.,.,.,7941250,.,4424554,3829417,676977,8930948,3097471,19969669,22349,7355,3785,3344,632,51,1107,.,.,.,.,7180546,.,.,.,.,3574102,.,995374,973363,6724653,243234,2587427,37.33,3223900,5192117,198414018
2018,5700,NEW YORK,Private,Middle Atlantic,1936,1,6,2.144191547,.,.,7970760,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47063,53460,2084,34408,71399,188135,.,.,2685993,276,128,73,404,477,.,.,.,.,32397006,.,20455851,5698564,1615042,27769457,7214884,67381347,41071,8431,13492,7416,641,110,4608,.,.,.,.,.,.,.,.,.,7549282,.,2921338,12733450,18910073,753483,8360831,36.5,9484269,6941082,339168
2018,5800,NORTH CAROLINA,State,South Atlantic,1932,1,27,0.478251493,.,.,9030377,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29749,17376,1571,31786,67708,264573,.,.,2731903,154,173,72,327,399,.,.,.,.,15662926,.,9827721,8040976,1238170,19106867,5890733,40660526,25108,4803,6805,4244,1208,69,1672,.,.,.,.,.,.,.,.,.,5241154,.,1515171,4083614,11391518,187794,5812127,23.9,5058485,8136068,551156
2018,5850,NORTH CAROLINA STATE,State,South Atlantic,1983,1,32,0.213394547,.,.,5273930,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18122,24201,1109,21550,32339,72655,.,.,2542366,134,82,43,216,259,.,.,.,.,12563347,.,10017014,3553682,1002612,14573308,8910729,36047384,27415,7017,6031,4251,633,60,1732,.,.,.,.,.,.,.,.,.,3099984,.,1211885,2293558,9199604,1070185,4209474,33,4174440,6430770,1094341
2018,5900,NORTHWESTERN,Private,East North Central,1932,1,24,0.527111532,.,.,7515156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32056,37876,786,12644,14396,108234,.,.,1118740,150,130,57,280,337,.,.,.,.,18687658,.,11211991,5715273,681296,17608560,3810180,40106398,15923,1535,7806,1381,455,62,3690,.,.,.,.,.,.,.,.,.,6591294,.,1981962,4748235,13344380,595043,4590808,27.4,6159534,6941079,0
2018,6000,NOTRE DAME,Private,East North Central,1962,1,47,-0.099319402,.,.,4899286,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37316,23029,825,8647,12364,111937,.,.,1208538,116,99,23,215,238,.,.,.,.,14264437,.,8172994,3795185,391534,12359713,2399723,29023873,12255,212,3698,193,487,51,1188,.,.,.,.,.,.,.,.,.,4178671,.,1497530,5235826,8865451,163160,3775880,25.9,1384868,.,.
2018,6050,OHIO,State,East North Central,1996,1,113,-1.086321009,.,.,3363969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33913,28928,516,11190,9031,94179,.,.,1263444,47,41,30,88,118,.,.,.,.,5727460,.,3149455,1710005,553368,5412828,1125939,12266227,25641,10808,3038,3092,375,44,1236,.,.,.,.,896232,.,.,.,.,3204084,.,1074086,813422,4601040,312998,1916363,35,1354236,4137745,21720
2018,6100,OHIO STATE,State,East North Central,1932,1,20,0.905287544,.,.,8762717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87676,60999,1104,41892,19253,275767,.,.,4062693,151,128,127,279,406,.,.,.,.,18930795,.,11594466,5375106,1644191,18613763,10656579,48201137,58955,9069,10299,4067,1662,114,2798,.,.,.,.,1468824,.,.,.,.,6452230,.,1427430,4259734,13886034,785027,6099682,35,5730647,12722887,3195625
2018,6200,OKLAHOMA,State,West South Central,1962,1,53,-0.198411505,.,.,6219244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20848,14787,1424,22272,27358,83686,.,.,2011460,95,60,75,155,230,.,.,.,.,14599260,.,6030417,1978593,1360292,9369302,3362938,27331500,24224,6859,5036,3589,769,78,2431,.,.,.,.,490000,.,.,.,.,4775172,.,1478180,1200542,12612538,786180,2630283,33,3811849,7605734,792634
2018,6300,OKLAHOMA STATE,State,West South Central,1962,1,105,-0.88890761,.,.,4883063,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35861,9103,665,18829,23533,337804,.,.,1721952,58,56,216,114,330,.,.,.,.,8190730,.,3887744,1944201,900296,6732241,465481,15388452,22870,10371,1260,2441,245,44,1210,.,.,.,.,101839,.,.,.,.,4672614,.,2212135,414566,7573182,202982,2125972,38.71,2023210,3774576,8267
2018,6400,OREGON,State,Pacific,1962,1,97,-0.751271459,.,.,4286873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42603,41152,641,12905,28834,104356,.,.,1540866,80,74,59,154,213,.,.,.,.,7173701,.,4666593,3150625,1257452,9074670,2349676,18598047,20944,1943,3143,404,298,45,1131,.,.,.,.,.,.,.,.,.,3056174,.,752636,993052,5788310,392339,6131972,72.3,3048252,2763458,983219
2018,6430,OTTAWA,Canadian,Canada,2010,1.27,80,-0.545344945,.,.,4216870,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11615,5225,583,16136,23335,134865,.,.,1730156,55,93,9,148,157,.,.,.,.,11721416.54,.,4618970.87,3766515.75,210867.72,8596354.33,971099.21,21288870.08,33844,4536,5264,966,294,50,1296,.,.,.,.,.,.,.,.,.,3448177,.,1792884,3514034.65,8199414.96,7966.93,1765470.08,19.19,2411560,596996,.
2018,6500,PENNSYLVANIA,Private,Middle Atlantic,1932,1,11,1.342657507,.,.,8496644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74491,81502,938,15822,.,137649,.,.,1418559,175,167,56,342,398,.,.,.,.,22327045,.,12467328,8858538,968959,22294825,11553078,56174948,21599,3768,11099,2548,1223,69,2075,.,.,.,.,.,.,.,.,.,7241113,.,1918757,5364420,15932278,1030347,7110540,34,7762377,1840682,.
2018,6600,PENNSYLVANIA STATE,State,Middle Atlantic,1962,1,10,1.450967321,.,.,8647496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67621,48955,2706,78193,59023,263074,.,.,6979469,224,258,29,482,511,.,.,.,.,23064668,.,15173061,11304672,801381,27279114,7128165,57471947,75694,17666,7308,7273,903,131,6136,.,.,.,.,5463,.,.,.,.,7240616,.,2226680,3622076,19029979,412613,10767373,40.7,4066776,0,0
2018,6700,PITTSBURGH,State,Middle Atlantic,1962,1,35,0.148475717,.,.,6118690,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35210,19720,1210,24509,29838,76509,.,.,1945628,107,125,43,232,275,.,.,.,.,17558257,.,7757855,4656307,597902,13012064,2678544,33248865,31430,3150,7407,1909,1073,101,2110,.,.,.,.,646216,.,.,.,.,5508539,.,1721255,2292381,14033413,1232463,4272569,38.6,5455215,4962497,.
2018,6800,PRINCETON,Private,Middle Atlantic,1932,1,7,1.727695294,.,.,10224241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54063,58080,996,17488,30244,188645,.,.,.,171,149,53,320,373,.,.,.,.,32728697,.,13111454,7804602,1222772,22138828,5356736,60224261,8267,0,2946,0,396,72,959,.,.,.,.,.,.,.,.,.,8343095,.,2299157,15081693,16099444,1547560,5919754,28.2,2212712,9566066,94193
2018,6900,PURDUE,State,East North Central,1956,1,48,-0.101843945,.,.,4089836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28701,17441,844,17945,12497,42087,.,.,.,90,79,45,169,214,.,.,.,.,15497377,.,6376704,2559019,909389,9845112,3645040,28987529,36719,5980,6442,4125,977,76,1953,.,.,.,.,413469,.,.,.,.,3755634,.,2458521,1131846,13340200,1025331,3465343,40,5070196,5268130,669191
2018,7000,QUEEN'S,Canadian,Canada,1976,1.27,103,-0.835194629,.,.,3143930,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5747,5539,1184,17615,16432,83750,.,.,1446385,42,61,13,103,116,.,.,.,.,8531547.24,.,3920433.86,2645372.44,265576.38,6831382.68,1057250.39,16420180.31,24536,3736,4315,729,221,42,769,.,.,.,.,.,.,.,.,.,3011156,.,666877,633981.1,7390697.64,506868.5,1892537.01,.,2657700,3320008,167524
2018,7100,RICE,Private,West South Central,1971,1,84,-0.578146379,.,.,2999850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14452,10921,217,2278,.,66952,.,.,603382,64,41,10,105,115,.,.,.,.,12873578,.,4710121,1398153,156891,6265165,936198,20074941,6697,325,2781,240,207,27,680,.,.,.,.,.,.,.,.,.,3156397,.,168632,3593862,8716525,563191,1746966,28.6,.,.,.
2018,7200,ROCHESTER,Private,Middle Atlantic,1932,1,65,-0.444184922,.,.,3643934,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15152,18655,956,14766,21151,116289,.,.,116424,81,59,43,140,183,.,.,.,.,12242431,.,5710339,1928546,595340,8234225,2506688,22983344,9766,1882,3516,1586,365,63,2261,.,.,.,.,.,.,.,.,.,3244749,.,934370,2372966,9785265,84200,2346962,28,2480044,2636882,0
2018,7300,RUTGERS,State,Middle Atlantic,1956,1,26,0.481821726,.,.,5467917,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48753,64524,1595,29882,50699,167386,.,.,3123244,97,201,84,298,382,.,.,.,.,14892696,.,8751527,12534511,1442154,22728192,3741509,41362397,58621,13389,12079,8974,1184,136,4553,.,.,.,.,.,.,.,.,.,4094759,.,1038767,1667301,12922106,303289,9234772,50.53,5303261,2469887,0
2018,7370,SASKATCHEWAN,Canadian,Canada,1980,1.27,79,-0.533868577,.,.,2932727,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5636,5155,1128,13499,22696,63067,.,.,1815017,63,77,14,140,154,.,.,.,.,11690324.41,.,5359757.48,2865680.31,398431.5,8623869.29,1025170.08,21339363.78,19721,2126,2913,382,471,51,981,.,.,.,.,.,.,.,.,.,2442695,.,788916,1669733.07,9625202.36,395388.98,1337724.41,.,2060243,.,.
2018,7390,SIMON FRASER,Canadian,Canada,2018,1.27,93,-0.680090908,.,.,3504674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10050,5597,1248,25280,69990,116860,.,.,1782719,75,64,12,139,151,.,.,.,.,8893825.2,.,5290291.34,2414305.51,469977.17,8174574.02,2214632.28,19283031.5,21656,13921,5750,0,185,38,977,.,.,.,.,.,.,.,.,.,3485475,.,1681660,2069102.36,6630300.79,194422.05,1705600,16.57,3295379,5011915,259816
2018,7400,SOUTH CAROLINA,State,South Atlantic,1975,1,73,-0.488973755,.,.,3857542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14271,16213,1437,19237,49065,72702,.,.,1605747,75,104,72,179,251,.,.,.,.,9996695,.,5377624,3114542,748166,9240332,3769929,23006956,32330,3660,7087,2541,1067,71,1962,.,.,.,.,.,.,.,.,.,3192501,.,736710,369023,9353471,274201,3160526,29.6,2051495,576288588,25092254
2018,7500,SOUTHERN CALIFORNIA,Private,Pacific,1962,1,16,0.999400271,.,.,6078192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19053,26410,1271,29620,87115,128545,.,.,2414029,123,103,84,226,310,.,.,.,.,21314825,.,11844458,6805759,1662353,20312570,7600989,49228384,40317,6406,21686,5867,2007,149,2185,.,.,.,.,13016,.,.,.,.,5525687,.,2938045,5184489,15948482,181854,6540389,33.5,.,.,.
2018,7600,SOUTHERN ILLINOIS,State,East North Central,1967,1,115,-1.172499156,.,.,3591021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29119,20562,585,5809,8120,71740,.,.,653503,33,44,24,77,101,.,.,.,.,5880409,.,2283311,1431542,443448,4158301,523543,10562253,11877,2677,2422,1145,348,30,833,.,.,.,.,33402,.,.,.,.,2750140,.,446749,343092,5163051,374266,2046147,58,654415,570154,0
2018,7800,SUNY-ALBANY,State,Middle Atlantic,1975,1,109,-0.974280201,.,.,2791371,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14112,30895,537,8862,45556,749091,.,.,1177450,68,31,18,99,117,.,.,.,.,6831795,.,4721076,1272747,371936,6365759,626650,13824204,14843,2903,2107,2135,177,37,676,.,.,.,.,23771,.,.,.,.,2678230,.,485479,899389,5553009,379397,3685002,61.48,974520,2353326,58207656
2018,7900,SUNY-BUFFALO,State,Middle Atlantic,1967,1,81,-0.550091013,.,.,4352135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26445,36469,1948,16658,14054,62871,.,.,3346303,92,29,39,121,160,.,.,.,.,10207858,.,7011414,1447724,798373,9257511,1641713,21107082,25653,4995,6200,3428,1096,101,1283,.,.,.,.,33130,.,.,.,.,3139888,.,968597,943503,9039253,225102,5072944,59.97,3044674,4339596,101770
2018,8000,SUNY-STONY BROOK,State,Middle Atlantic,1975,1,104,-0.851659571,.,.,2273394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15639,9828,415,11740,5947,53056,.,.,2022169,82,.,14,82,96,.,.,.,.,9019022,.,5766667,.,199006,5965673,342597,15327292,21770,4219,5558,3067,584,58,1810,.,.,.,.,41939,.,.,.,.,2014368,.,352524,152436,8551214,315372,.,.,2215497,1567180,361189363
2018,8100,SYRACUSE,Private,Middle Atlantic,1962,1,59,-0.343634597,.,.,5667283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28864,14602,622,12984,16290,131188,.,.,1383418,85,78,61,163,224,.,.,.,.,12024258,.,6452312,3169529,671567,10293408,2747579,25065245,19238,3246,4563,2669,309,63,1154,.,.,.,.,.,.,.,.,.,3828849,.,545994,2638023,9067330,318905,3835344,40,1043407,14804631,4641
2018,8200,TEMPLE,State,Middle Atlantic,1962,1,75,-0.490950048,.,.,4833389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22017,16782,1269,30127,13767,126557,.,.,1390363,109,34,43,143,186,.,.,.,.,10274350,.,6705131,2030150,732045,9467326,2725567,22467243,34503,5528,7556,2952,.,68,2253,.,.,.,.,.,.,.,.,.,4043344,.,1619861,1256219,8860733,157398,2549208,31.4,2719625,4588051,.
2018,8300,TENNESSEE,State,East South Central,1962,1,42,-0.04061089,.,.,3975865,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31996,12344,1164,25937,34005,117154,.,.,2499866,110,86,35,196,231,.,.,.,.,16410751,.,7589470,3236381,492289,11318140,1882168,29611059,28072,3808,6797,2425,1168,64,1803,.,.,.,.,4292,.,.,.,.,3285890,.,1056620,3253126,12776869,380756,2991511,35,5022938,4330454,13062791
2018,8400,TEXAS,State,West South Central,1932,1,12,1.305847496,.,.,11694468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44956,29689,1623,36539,50656,227825,.,.,2958440,159,234,133,393,526,.,.,.,.,24381968,.,11921043,9239824,1359070,22519937,7789160,54691065,47980,3545,10240,793,1284,93,2637,.,.,.,.,.,.,.,.,.,7510900,.,1486594,12253997,11512776,615195,5114491,29,3874782,4653506,1003750
2018,8500,TEXAS A&M,State,West South Central,1962,1,13,1.301432231,.,.,5745651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49226,43208,1778,69519,28802,181341,.,.,4121550,179,93,207,272,479,.,.,.,.,27252769,.,12278716,3839532,1139814,17258062,8815458,53326289,59719,9648,11789,3209,1451,97,4028,.,.,.,.,2253507,.,.,.,.,4743226,.,1977914,4757528,20252059,2243182,380460,32.7,5558820,9394671,370589904
2018,8550,TEXAS TECH,State,West South Central,1997,1,46,-0.090192168,.,.,3718570,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27439,39409,1105,15785,175596,204130,.,.,1434381,88,132,53,220,273,.,.,.,.,15696378,.,6034635,4534059,807677,11376371,2188779,29261528,34590,7194,6161,3553,963,60,2359,.,.,.,.,.,.,.,.,.,866372,.,734131,1433789,14127660,134929,3576110,29,4391334,2165427,0
2018,8600,TORONTO,Canadian,Canada,1932,1.27,3,2.461155054,.,.,15092789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24350,8214,1884,59807,191936,519869,.,.,7523186,272,269,142,541,683,.,.,.,.,31074256.69,.,18918168.5,13071004.72,3525612.6,35514785.83,8733096.06,75322138.58,78785,7968,17055,1496,967,96,2636,.,.,.,.,.,.,.,.,.,9394709,.,2476715,13721234.65,17063195.28,289826.77,8274220.47,24,13470176,.,.
2018,8700,TULANE,Private,West South Central,1967,1,85,-0.604558406,.,.,4558474,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10475,6571,666,11418,14018,65053,.,.,1233126,49,64,20,113,133,.,.,.,.,12991515,.,3208633,2272974,146329,5627936,1261686,19881137,14812,2636,6702,1527,924,89,1536,.,.,.,.,454385,.,.,.,.,3093448,.,1234550,2368518,9832779,790218,1263499,20,1163148,2927263,12226333
2018,8800,UTAH,State,Mountain,1962,1,58,-0.335374986,.,.,4587570,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31659,21740,1646,21151,69071,160192,.,.,1893772,71,136,76,207,283,.,.,.,.,10050159,.,5123607,6453883,1213947,12791437,3589783,26431379,24275,8485,6209,1916,756,125,1508,.,.,.,.,1884337,.,.,.,.,4928636,.,956835,1189890,8505226,355043,5143265,34,5027180,6688140,.
2018,8850,VANDERBILT,Private,East South Central,1946,1,36,0.130720148,.,.,4681657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16660,15401,898,11372,7603,103310,.,.,1045017,92,75,23,167,190,.,.,.,.,16299890,.,6600859,2853603,428954,9883416,7520514,33703820,11782,810,4977,730,662,58,4120,.,.,.,.,.,.,.,.,.,3798548,.,1857106,4039796,11713253,546841,2239805,25,4036320,13659996,61515
2018,8900,VIRGINIA,State,South Atlantic,1932,1,22,0.777254643,.,.,6620159,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20940,28033,1047,16248,35873,179548,.,.,1696245,161,119,51,280,331,.,.,.,.,15915626,.,12988467,5063939,667591,20296102,9998179,46209907,22143,2217,6401,1304,816,55,1496,.,.,.,.,916298,.,.,.,.,6111536,.,900631,1781823,11239969,349108,6776755,39.4,2902873,2465111,.
2018,8950,VCU,State,South Atlantic,2018,1,71,-0.483894459,.,.,3186186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21669,10006,1625,55165,12932,55807,.,.,2467522,68,85,35,153,188,.,.,.,.,12316292,.,4603260,3198482,460471,8262213,1822931,22401436,27865,5604,5102,1925,326,42,2338,.,.,.,.,645086,.,.,.,.,2942230,.,1191535,1844251,9804391,667650,2562205,38.2,2135829,4349159,0
2018,9000,VIRGINIA TECH,State,South Atlantic,1976,1,63,-0.425903211,.,.,3029097,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11761,26889,929,24810,11368,112366,.,.,1533235,107,53,14,160,174,.,.,.,.,10229285,.,6351796,3019624,547628,9919048,3867600,24015933,31564,2876,4961,2286,594,54,1806,.,.,.,.,1292225,.,.,.,.,2619800,.,1492008,1091225,7964160,1173900,358946,35.25,3360152,6033680,.
2018,9100,WASHINGTON,State,Pacific,1932,1,21,0.890782958,.,.,9247789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51245,95784,1164,26111,41167,234991,.,.,5814845,188,153,88,341,429,.,.,.,.,18370609,.,14087963,6586712,2766007,23440682,5577870,47389161,50147,7162,12802,3375,1361,118,4380,.,.,.,.,465627,.,.,.,.,6272596,.,1154379,3786414,13553819,1030376,7374048,32.5,6890594,8521096,.
2018,9200,WASHINGTON STATE,State,Pacific,1962,1,111,-0.992131115,.,.,3156906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35208,62472,1656,58282,16833,55478,.,.,1328107,49,60,24,109,133,.,.,.,.,6989579,.,2873445,2660249,618623,6152317,760372,13902268,25851,4763,3685,1652,315,65,1368,.,.,.,.,.,.,.,.,.,2763844,.,751327,629642,6166987,192950,2564935,.,2188856,1353655,18612
2018,9300,WASHINGTON U.-ST. LOUIS,Private,West North Central,1932,1,44,-0.061958612,.,.,5788013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37363,37763,1320,11504,39615,102901,.,.,1495564,120,79,30,199,229,.,.,.,.,14787316,.,8040704,2652994,669031,11362729,3520336,29670381,13248,2055,6174,1454,706,50,2011,.,.,.,.,7545,.,.,.,.,4993517,.,2015962,2306822,12227449,253045,3766098,30,5159803,3534052,58478
2018,9350,WATERLOO,Canadian,Canada,1984,1.27,102,-0.806469989,.,.,2357953,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17284,18999,320,11901,10856,80823,.,.,2358252,44,82,34,126,160,.,.,.,.,9106811.02,.,2774570.87,3157225.98,829033.86,6760830.71,1281125.98,17148767.72,36528,2570,4611,1249,311,69,1259,.,.,.,.,.,.,.,.,.,2292910,.,481207,1855051.18,7000519.69,251240.16,1470877.17,.,3722406,2767709,1004498
2018,9400,WAYNE STATE,State,East North Central,1962,1,87,-0.633254725,.,.,3069513,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19042,25357,326,8510,22208,18726,.,.,1228951,71,86,82,157,239,.,.,.,.,9992987,.,4957413,2409515,869448,8236376,1732462,19961825,18298,8766,5909,3858,826,69,1034,.,.,.,.,.,.,.,.,.,2743232,.,1175780,112346,9585979,294662,2505896,33.2,3492391,4911547,14485
2018,9500,WESTERN,Canadian,Canada,1976,1.27,86,-0.61145711,.,.,4724943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9658,7046,336,9927,10432,107989,.,.,2531141,67,70,13,137,150,.,.,.,.,11524200.79,.,4648591.34,2514753.54,313701.57,7477046.46,907378.74,19908625.98,29588,1997,5935,414,353,50,1405,.,.,.,.,.,.,.,.,.,4054816,.,1706437,1247787.4,9165677.17,1110736.22,1973222.83,27.5,6724187,6333733,29276648
2018,9600,WISCONSIN,State,East North Central,1932,1,31,0.230551571,.,.,11369391,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88245,89756,1653,30936,56974,202205,.,.,2311759,164,92,93,256,349,.,.,.,.,13895344,.,11505183,3465092,1703071,16673346,4885010,35453700,38598,3525,9656,2107,1480,116,3452,.,.,.,.,561227,.,.,.,.,8792091,.,1849527,3537817,9786092,571435,5610697,40,6681638,15441375,0
2018,9700,YALE,Private,New England,1932,1,2,3.727869227,.,.,14431600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53655,60947,1885,23570,20837,359577,.,.,0,251,268,73,519,592,.,.,.,.,42897682,.,23702693,16212840,1201035,41116568,12943447,96957697,12342,96,6608,93,748,70,2405,.,.,.,.,.,.,.,.,.,11771933,.,1760911,26169100,15616256,1112326,17404478,31.3,0,0,0
2018,9800,YORK,Canadian,Canada,1979,1.27,70,-0.477973169,.,.,4687837,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8554,3351,601,12274,25365,146571,.,.,2608463,59,93,25,152,177,.,.,.,.,10480777.95,.,5923306.3,3997839.37,650022.05,10571167.72,1842485.04,22894430.71,45457,7914,4237,1564,199,43,1630,.,.,.,.,.,.,.,.,.,4282441,.,1515555,2051452.76,8376661.42,52663.78,2715523.62,.,2799460,6705913,.
2018,9850,BOSTON PUBLIC,Nonacademic,New England,1933,1,.,.,.,.,23421600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15847,11246,2104,37654,369836,4924031,.,.,3735208,456,209,17,665,682,.,.,.,.,4531303,.,14650015,12015970,0,26665985,12448601,43645889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,115019,104692,4426611,0,6786493,.,.,.,.
2018,9870,CENTER FOR RESEARCH LIBS,Nonacademic,East North Central,1962,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15949,6,20,653,.,23046,.,.,.,35,18,6,53,59,.,.,.,.,1900000,.,2633760,573173,128067,3335000,.,5235000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1221580,.,.,.,.
2018,9890,LIBRARY OF CONGRESS,Nonacademic,South Atlantic,1932,1,.,.,.,.,39559882,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20264,.,8979,94864,358679,958365,.,.,1900000,.,.,.,.,1939,.,.,.,.,22827564,.,.,.,.,224839436,223000000,470667000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,158327481,.,31226,12748844,9951156,127564,67451831,30,688974,30666751,114000000
2018,9910,NATL AGRICULTURAL LIB,Nonacademic,South Atlantic,1948,1,.,.,.,.,2464369,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2598,1370,50,1125,3113,871,.,.,.,58,18,.,76,76,.,.,.,.,5837913,.,6346376,1061239,46590,7454205,8582036,21874154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1292308,.,179919,238019,5433656,166238,2422315,33,.,.,.
2018,9915,NATL ARCHIVES,Nonacademic,South Atlantic,2010,1,.,.,.,.,2361538462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,60,3361,417726,78014,100,.,.,88879,1831,957,1,2788,2789,.,.,.,.,120000,.,.,.,.,115756261,166366000,282242261,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,262048,.,.,2000,118000,0,66393639,36.45,.,.,.
2018,9930,NATL LIB OF MEDICINE,Nonacademic,South Atlantic,1948,1,.,.,.,.,2941855,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,111235,50,338,3514,6452,52782,.,.,0,194,33,8,227,235,.,.,.,.,13495947,.,19182384,2135662,37113,21355159,25566855,60417961,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,1553934,.,26453,1530155,11121890,843902,6955640,28,0,0,0
